"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3"
"tau_raw[1,1]",0.669072990654463,0.283049618762039,0.384895386734823,0.0178148646976743,0.280349877137074,0.774700521540632,0.964133262709024,1.2616990528871,1.84909942268609,2.13299086682487,0.911538011258903,0.199577383921561,0.527416224726175,0.778146431836943,0.907529726676939,1.04006093264973,1.31162951869364,0.198576598483723,0.180887971807942,0.00593133858682476,0.0627874926943192,0.14655481765505,0.2804508595744,0.665535557700453,0.897104362220762,0.199299180755286,0.508679440107752,0.764221698353296,0.894506919833464,1.03102864456505,1.28591931342696
"tau_raw[1,2]",0.883153493744904,0.200431129328288,0.39388076796191,0.0609555916922217,0.670085004370641,0.943687762384184,1.13954658146118,1.56316549827225,3.86188382501274,1.24185842181688,1.04660709341203,0.229450275921456,0.623976272199236,0.888965306594032,1.0360480695521,1.19229185964072,1.53662190374452,0.572464073364903,0.465418472479509,0.0205507575789582,0.201585522660915,0.46131695635535,0.818995095680311,1.72681490672492,1.03038931445778,0.226437830644725,0.601978266870769,0.87608026123079,1.01962409135569,1.17210046555701,1.50228765221266
"tau_raw[1,3]",0.975811200424561,0.202697629718307,0.503292593532179,0.277088973271071,0.679883029478922,0.859775748414096,1.10844239638537,2.398148152995,6.16515128738805,1.1388600450006,0.821735881507341,0.215178647156513,0.424292648119021,0.672693521248056,0.80720991632833,0.960852047814949,1.26524933789054,1.29270087336272,0.718763178309546,0.120236513807732,0.750038607054585,1.23821742862816,1.76632357640618,2.82249217686953,0.812996846403624,0.215388874122037,0.41825315105381,0.666864645164902,0.80613171664357,0.949418270356444,1.2644468549116
"tau_raw[2,1]",1.3779858942185,0.00375360204281956,0.191898402852462,1.05757596449058,1.24920759523468,1.35829355645946,1.48396947741587,1.81568082703927,2613.64300096182,1.01069994537715,1.38288615618507,0.183685359251763,1.07058312102515,1.25830344470232,1.36632714746115,1.48828921373816,1.79298301414171,1.4067147796916,0.220600559103818,1.03881797783108,1.25664434168015,1.38025368644005,1.53242611595341,1.8979224597143,1.34435674677882,0.161567722631086,1.06043999830685,1.23424724627317,1.33642739452514,1.44120847316028,1.69443460288261
"tau_raw[2,2]",1.231713666374,0.0440986313312725,0.211467279556157,0.88139703033091,1.08622796041608,1.2090941660641,1.35049889375584,1.71711380967167,22.9951440886245,1.04504404615102,1.21187482513035,0.195573277914358,0.887663441758056,1.07731810009163,1.19355303550715,1.32406661681252,1.65123920740172,1.30865590142514,0.23570756228012,0.910729100497417,1.1495381050937,1.28884635373348,1.44003677941666,1.84998104847463,1.17461027256651,0.175470111243673,0.864449816699451,1.05296601188139,1.16563163258383,1.27960116624993,1.55237894542726
"tau_raw[2,3]",0.856854010333421,0.052004115768348,0.21341863520763,0.520660819618307,0.709308043544915,0.83014202646046,0.971658537171005,1.35610632399918,16.8418286219738,1.056227469784,0.829512527458716,0.193107603705579,0.516798394757753,0.694957059827603,0.807062463602141,0.938091468512504,1.26516552946208,0.944393296728262,0.240386855922017,0.555131712048658,0.7747618237866,0.916017821782339,1.0727122099846,1.51766500759295,0.796656206813284,0.171893894110702,0.498897041454302,0.680397453118288,0.784830791931289,0.897300111396429,1.1654617424981
"tau_raw[3,1]",1.20752881199819,0.000952937171635235,0.0952253275983465,1.02092001973337,1.14407146257524,1.20732137507948,1.27136690530714,1.39500125317359,9985.65172466807,1.00255609771184,1.21426215540253,0.0951919630542132,1.02480599046559,1.153753024787,1.21512621136239,1.27830828603252,1.40332530722576,1.20918627883199,0.094901426427238,1.02335949949456,1.14418667424809,1.20814966420088,1.27338628968366,1.39523909604574,1.19913800176007,0.0949784809434162,1.01729893154766,1.13621680901354,1.19981780814819,1.26174945828073,1.38803919566675
"tau_raw[3,2]",1.11645432594875,0.00120722589925059,0.0983835253577249,0.931112641939298,1.04848556673462,1.11354064104389,1.1814769544568,1.31522797418233,6641.52287737821,1.00495151783062,1.12336456254921,0.0981365950441586,0.942294447815194,1.05672903595268,1.11770935851705,1.18934874816466,1.3201225645538,1.1219259291072,0.0984735823855067,0.934708262378222,1.05526065375257,1.120198435987,1.18521838164483,1.32209928642895,1.10407248618983,0.0973804035546281,0.921505663038214,1.03464089421866,1.10102049803093,1.16770268215565,1.30115872480739
"tau_raw[3,3]",0.725262130594472,0.000885332443141915,0.0884476205566575,0.555317781323566,0.665251234062277,0.723889347728938,0.783053206376335,0.903269336415755,9980.66661777639,1.00388619887003,0.728259695194607,0.0897533569769443,0.555505839247204,0.666947982941831,0.726795081640309,0.786830305160272,0.907412235622299,0.73223632183909,0.0869943079495872,0.569016344530857,0.672654737368565,0.730291783217696,0.788973340767717,0.90734423452575,0.715290374749719,0.0877001014289704,0.548418587026611,0.656657529338738,0.713276258173869,0.771045555417722,0.896366719293209
"tau_raw[4,1]",1.24492850352867,0.00238800988719783,0.138455333628643,0.976365641037921,1.15237970629292,1.24352173657104,1.33722902061775,1.5208435446644,3361.6085505889,1.0061455181219,1.26303303658526,0.136718393165823,0.994045578455942,1.17069561446698,1.26359269031299,1.35397978260487,1.53881593814315,1.22865418451706,0.142057019948408,0.950109498546012,1.13460494892894,1.2263469767179,1.32143731474414,1.5097137273172,1.24309828948369,0.134346921403565,0.987153425498107,1.14985715960283,1.24055572142171,1.33282500774382,1.50911133319938
"tau_raw[4,2]",0.638690813159984,0.0011100530909231,0.144796569041804,0.357222470593026,0.541445457275825,0.639333259378519,0.735482572407879,0.922286855347074,17014.8859284133,1.00207795418304,0.648786546093653,0.143163929134729,0.364982714165785,0.553752054316436,0.648280041398521,0.743706128906144,0.937490968704294,0.628636039192013,0.148670019000676,0.339840128193967,0.53119328397537,0.62982918743748,0.725977247910748,0.917848548098004,0.638649854194286,0.141791316964368,0.36579470224229,0.538425523868937,0.639559090681372,0.735156991091329,0.916285255199069
"tau_raw[4,3]",0.723751927927626,0.00109550937020331,0.143355924467177,0.454277126494121,0.623920311562238,0.719789809249109,0.819866251402992,1.01539154667886,17123.7586613449,1.00080310944502,0.730329920242579,0.141791199982562,0.45755946493617,0.631847795570541,0.726104386240115,0.826618668142774,1.01393321704912,0.724221910599935,0.146797937185875,0.449232537383099,0.62247404317984,0.720638006718136,0.820463850100635,1.02644838800437,0.716703952940365,0.141114928491313,0.454863797069214,0.617647426534088,0.712279001537707,0.809426304671391,1.00421404489813
