"X.0.04.sec.elapsed.","X.0.sec.elapsed.","X.0.sec.elapsed..1","X.0.04.sec.elapsed..1"
"0.04 sec elapsed","0 sec elapsed","0 sec elapsed","0.04 sec elapsed"
