"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3"
"tau[1,1]",-0.0682500694357491,0.0649843013755781,4.92854507915978,-9.91093832489283,-3.34531571725011,-0.182573156230386,3.18172135675162,9.6187458885069,5752.02225528031,0.999225715926445,-0.180854951236302,4.99966330839754,-9.9818075995157,-3.47447796012249,-0.290867598487228,3.19871403732036,9.37037609682636,-0.0475623231292119,4.83840489905474,-9.77936746900022,-3.20103720129235,-0.190878184522493,3.11364418769978,9.64596250235806,0.0236670660582665,4.94893182314164,-9.8398447672693,-3.39774899090698,-0.00154441804112918,3.22208219896398,10.0108596383532
"tau[1,2]",0.681927151165185,0.463950546397162,0.783918425201634,-1.09517477000387,0.196362462155672,0.809538882166862,1.29080724920176,1.81417585471735,2.85494905805963,1.41779017833353,0.607072764054966,0.550780788460131,-0.545863260130663,0.268438694972367,0.617176298941735,0.951204149576961,1.67329713235599,0.073261260673727,0.793111851987976,-1.65093980986585,-0.444817697057001,0.135481915452905,0.621709556181649,1.48042061899132,1.36544742876686,0.26135656686903,0.877405380111782,1.18532959308476,1.35541272263014,1.52730209899987,1.93002169002464
"tau[1,3]",0.822504345199056,0.214647474517292,0.654217479355477,-0.698224234564829,0.476768021835762,0.926168964345561,1.24218014666404,1.9330342166907,9.28950816307395,1.10075299093374,0.82850844715972,0.578498476286192,-0.334387684155307,0.452339690675422,0.809061529474899,1.22043763019053,1.98855659873773,0.508458639471668,0.821340170811415,-1.11271734804671,-0.00725255329499538,0.503916349036892,1.08675000637454,2.02539043610626,1.13054594896578,0.286101550505328,0.603927451288179,0.943687178405773,1.12599360468338,1.30089707324421,1.7533651625373
"tau[1,4]",1.31424801582549,0.160896137504348,0.568427832545438,0.317889406121744,0.926648086702438,1.2357502356747,1.6560157084101,2.59046107999734,12.4812887984326,1.0796503765715,1.42074952283867,0.535433327435392,0.367155774846688,1.07130596502494,1.40090621953189,1.75385591387949,2.51047241505612,1.48564792409465,0.695549218396522,0.108817873776546,1.01629219489599,1.50171086957913,1.94367639515552,2.88714699153935,1.03634660054315,0.285363176381689,0.542038927474932,0.843252723173544,1.01289242561568,1.20715326216725,1.68443917178002
"tau[2,1]",0.0184810009054556,0.0683685728264712,5.08809534018121,-9.76000042517941,-3.41119678422583,0.121704048152041,3.38215520579352,10.0660419534812,5538.56749441863,0.999240401804262,0.0114278956132523,4.78024147874465,-8.82916562929576,-3.29015436348244,-0.0205049419032491,3.1501384696339,9.26423114337737,-0.0612563925211296,4.97363444074506,-9.36281837006308,-3.3665762127201,0.121712973280261,3.22934206864635,9.9533853535132,0.105271499624244,5.48782920119317,-10.7049133950515,-3.61722223754775,0.214062469909949,3.78857953094126,10.9096446644726
"tau[2,2]",-0.875964878159154,0.925656367853179,1.31410905814888,-3.71856546489885,-1.74753653151993,-0.836195788801876,0.353353122216547,0.910097467822976,2.01540917611521,1.89981148940553,-1.01138820191628,0.698445059156984,-2.42759215211866,-1.41605600491925,-0.996342456629353,-0.544199256689502,0.350846026437406,-2.13533324957922,1.03484093996185,-4.27786411583171,-2.75528270943855,-2.06650635454831,-1.4193196672672,-0.381099875933024,0.518826817018036,0.268399722475569,0.0131062005199566,0.337282597425587,0.517468211406721,0.711580772652427,1.0271382547234
"tau[2,3]",0.797178053123189,0.181974038002301,0.682060178925594,-0.779472257952327,0.468587484169888,0.876867907570456,1.19450792505241,2.03805885944058,14.0483890179817,1.07179338429519,0.913605380677436,0.66276699911725,-0.407255626671144,0.475238932385567,0.890964690446315,1.34777385125881,2.16755058163987,0.478711582160044,0.85016629055222,-1.24657223177361,-0.0707373095748924,0.505310740068839,1.03321084468235,2.06667532557179,0.999217196532086,0.280276304126795,0.475625124538204,0.81204745362878,0.98891728108004,1.18651039859789,1.55895297768599
"tau[2,4]",0.879228776203991,0.0447742612558788,0.629828470099808,-0.420019817828459,0.533819213596452,0.834585017611139,1.21490247113045,2.24480870171377,197.873537610432,1.02192805559441,1.04340977619119,0.6542687398706,-0.223754036817625,0.607628502946214,1.02404505280632,1.47430541133769,2.31291957064424,0.83864188406697,0.799465484799325,-0.761902810082275,0.324731872951645,0.848229449874875,1.36787507723301,2.43198342880138,0.755634668353814,0.282331542101418,0.228053609129659,0.567689943994033,0.736580491072602,0.944272660043324,1.32350335261142
"tau[3,1]",0.0246216954915536,0.0624213039585018,4.84367540380635,-9.53765672512977,-3.25644782201539,0.020376580479441,3.41148116318093,9.57175207023025,6021.21853070064,0.999679739853384,0.0539269260372414,4.78164941956688,-9.40572723088247,-3.06417687316412,-0.103631466461766,3.54135568098059,9.12704305783955,0.0660148347629314,4.81608078142822,-8.9805791226427,-3.22826362273337,0.137644562090023,3.04903461314049,10.0442047743026,-0.046076674325512,4.93600651474241,-9.90184784716529,-3.40336773767406,-0.0358739625618389,3.45097853456068,9.5617369591574
"tau[3,2]",0.152632767224844,0.773251024208925,1.0489265006055,-2.26621324234737,-0.605180367342175,0.651713806824668,0.892879937382109,1.3616207326209,1.84013255050988,2.20392584377111,0.74328383806954,0.425117917642542,-0.018400542940253,0.446499161006166,0.735619439952445,1.00409001286884,1.60812643164512,-1.14136887155869,0.762706289720962,-2.78916231282007,-1.64110556807443,-1.0809836306948,-0.606944593913027,0.22010006180686,0.855983335163682,0.141299318733705,0.569758059812006,0.756224441467911,0.857459209161551,0.950112685002753,1.14514062555778
