"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2"
"theta[585]",0.410072521069962,0.156657859982517,0.28941324899408,0.0409938239275722,0.189105253785992,0.328769039010742,0.557252521247866,1.15970696707399,3.41296974398698,1.87453457105323,0.559508253469902,0.332361762945825,0.0654860397322721,0.176176060886678,0.557252521247866,0.785443345136392,1.22038499107987,0.260636788670021,0.111502362180786,0.0225846700437168,0.190562057707975,0.25446520697774,0.338327674708881,0.477850145906886
"theta[586]",0.382613456453145,0.884349272460292,0.904292208874615,-0.903454097689475,-0.505346460912749,0.492806833059846,1.25298022895991,1.61746709562049,1.0456104920329,4.6883668351926,-0.490329271225489,0.246802887757535,-0.979436392760247,-0.670277490438366,-0.505618013634502,-0.314356657120852,-0.0403237599164044,1.25555618413178,0.223186246014305,0.794575996010627,1.1493215964486,1.25304515649321,1.39697205590621,1.69978608313158
"theta[587]",0.614347177280168,0.320647981965271,0.380348748714926,-0.0642162113518971,0.291437886197729,0.606385698988303,0.866257601877229,1.3275060138246,1.40704167749386,2.03208658960047,0.919341551330425,0.249250187148973,0.569066464178601,0.69727234075672,0.866267735120182,1.13446197087898,1.36533744865812,0.30935280322991,0.202780989529255,-0.104906774337949,0.161365326604455,0.291437886197729,0.457109172198308,0.686837018158094
"theta[588]",-0.767551805156971,0.0934595652239638,0.409216983446385,-1.50609148649426,-1.09177604598868,-0.796273916326227,-0.418646903348468,-0.0687054796493156,19.1716630102268,1.13037263365514,-0.714317502336863,0.447519139992185,-1.49387394297592,-1.13339662664068,-0.719446903720814,-0.24899744501474,-0.0500936694559166,-0.820786107977079,0.359357578380289,-1.51983584706269,-1.05332520808821,-0.838392918699429,-0.538419955795023,-0.18314232052406
"theta[589]",0.407284704139872,1.82131945989892,1.85543285724832,-2.211632881988,-1.43462726038858,0.292271242210254,2.33127549862097,2.75432812099182,1.03781090671802,5.90313954494655,-1.40227809681658,0.416358756516227,-2.31226928440282,-1.65363660742467,-1.43466150577244,-1.07387028846994,-0.665713467696171,2.21684750509632,0.39970362356114,1.29723525889247,1.91480037170441,2.33161366462988,2.50797378973278,2.80486904629625
"theta[590]",0.347339536188657,0.260648025198571,0.318237554893581,-0.105264040201515,0.0630869577579269,0.257492289901571,0.647277472584067,0.907543379705405,1.49071279913763,1.87323368419506,0.597359129501372,0.247059055418293,-0.0414093264644191,0.531168599221896,0.647316711373374,0.749488243774466,0.981588533396886,0.0973199428759415,0.128330602444013,-0.139982168644683,0.00791342856424926,0.0837882313007643,0.203365844304918,0.355241732337597
"theta[591]",-1.70421415585825,0.17032437845446,0.393822219113667,-2.40990955689441,-1.952979392895,-1.7639922780073,-1.44688431349964,-0.935597861888206,5.34621973159568,1.18901199797184,-1.87995363524075,0.227096721929964,-2.31937938818522,-2.04716360987105,-1.86438264488413,-1.73116649789759,-1.44445002335222,-1.52847467647576,0.44378333770918,-2.48814311073554,-1.81548228516907,-1.48824244495318,-1.16331358912947,-0.779888685470359
"theta[592]",0.165179372291727,0.0897740800982919,0.318419078878062,-0.341298910363003,-0.0611292677962417,0.141981008286187,0.320111119221885,0.906922756134617,12.5804517389435,1.05559127066208,0.0805734346279652,0.206850024223284,-0.362488988477329,-0.07592863123229,0.110523502323988,0.248453801669578,0.411182860101671,0.249785309955489,0.381792246165325,-0.336086597163636,-0.0503789184360362,0.172557863263032,0.596433824328092,0.946438239272981
"theta[593]",0.335086630071582,0.522551005289072,0.572217499914342,-0.759171070130087,-0.10023470172294,0.419846351515341,0.805051117472523,1.1999033186042,1.1991262105889,2.90171436986803,-0.167472246106739,0.326017802610777,-0.805532487151717,-0.404534853907835,-0.100295422089903,0.0895747743868983,0.3251539761084,0.837645506249903,0.208012987309318,0.460959275991945,0.69315423454515,0.805060301405903,0.978701611413177,1.28783641789971
"theta[594]",0.907954265883673,0.761253507371764,0.769635205113418,-0.0693253707756054,0.15013075022599,0.905774412285774,1.67866902001539,1.87920489999122,1.02214200798838,7.2337180102984,1.66460390895176,0.145710446823615,1.35261910880036,1.52980357500594,1.67871164726806,1.77850630456786,1.89185753235868,0.151304622815588,0.133620906329288,-0.0820665737380592,0.0516704969678545,0.150077689219725,0.237998247154223,0.399228977100311
"theta[595]",0.0900011691775569,0.2670384059245,0.384460135770886,-0.574529756717222,-0.248073457621939,0.0927157381058702,0.399622304439104,0.758416471400714,2.07278938674796,1.59107351643641,0.335149716881747,0.236810492684228,-0.0304659040368799,0.118256188623945,0.325277065809527,0.545703399296717,0.741985652951399,-0.155147378526633,0.345502537302366,-0.626278066469574,-0.384636697998816,-0.248489889992678,0.040405589565189,0.883827464338004
"theta[596]",0.597965398351447,1.52001698701211,1.54622957484553,-1.49798373514336,-0.911753699626514,0.653233749698928,2.12162963197663,2.58154315470469,1.03478724934213,5.94450614904426,-0.907923957931176,0.339395882655756,-1.59254115280502,-1.17130601879765,-0.912008408167707,-0.571800515510725,-0.389265002677507,2.10385475463407,0.359040384949602,1.47014681720218,1.81337371355344,2.12206966910333,2.46826360556489,2.61265951200811
"theta[597]",-0.987509067898679,0.0808423077449831,0.335421017593736,-1.69309831300578,-1.19238883821228,-0.976845569051932,-0.770145761281533,-0.358036198025749,17.2148458953594,1.03802088404735,-0.922608408026076,0.317054848438696,-1.46384058063559,-1.16294341771496,-0.959367232441792,-0.696152206160116,-0.351489010339142,-1.05240972777128,0.34083828587755,-1.77206953578941,-1.23283782120954,-1.01092474904705,-0.839857469779353,-0.389669164416591
"theta[598]",0.200399651468776,0.209284614534282,0.548450897229233,-0.643127761831938,-0.257555453301934,0.0476048632589652,0.643174507877259,1.3046857138353,6.86753525373638,1.19682375120063,-0.0414933955305466,0.383374546116907,-0.728184479648461,-0.294381892481105,-0.152279351136645,0.224496944137332,0.834022915857492,0.442292698468098,0.581188606402151,-0.539871797657894,-0.0649988147613216,0.554506891019554,0.89919629523787,1.39154153625465
"theta[599]",-0.697350558360302,0.0963971772266107,0.368467506009104,-1.41103852992598,-0.943215209453615,-0.717479515271794,-0.450227152658585,0.0542058066307195,14.6106573617633,1.17845578755942,-0.612774048807291,0.381189732236281,-1.21263253238107,-0.893242517927316,-0.681551325588478,-0.374227053478838,0.0777606851585016,-0.781927067913313,0.334733036291597,-1.48618221497636,-0.987838722921128,-0.746147085989681,-0.523988521721335,-0.262821565916678
"theta[600]",0.212757152181629,2.07301080867451,2.10798224156801,-3.00252988225373,-1.67782892882424,0.279032639229404,2.25250619446854,2.85336252081093,1.03402434236613,7.00989093365518,-1.84181400245153,0.564007638902655,-3.101938841131,-2.07546923665515,-1.67787664915416,-1.50186804991594,-1.07347133455213,2.26732830681478,0.35006491801263,1.64178981075648,2.02919200079355,2.2526017401734,2.52679572940841,2.94602564738511
"theta[601]",0.224319968157476,1.92621243734519,1.96015575446118,-2.09003329341656,-1.6575345563724,-0.185631130045716,2.17810710842769,3.0106278477555,1.03555411387494,5.64658639636459,-1.69376318986659,0.240114325296756,-2.14197046064071,-1.90524413367809,-1.6575345563724,-1.51130397309841,-1.3343258004239,2.14240312618154,0.514937741164375,1.04301142947922,1.78646904435976,2.17817262786998,2.48766596883983,3.10645709679484
"theta[602]",0.175455280978074,0.0719339090398889,0.338610274312088,-0.451969140232783,-0.0777719132502413,0.153958574271527,0.432284191539199,0.799320371792004,22.1581215475765,1.14142074642239,0.243482846937984,0.265239858562191,-0.22632049546598,0.02425880850245,0.283287509086353,0.438109823173731,0.715733798478688,0.107427715018163,0.387055113173561,-0.555688700172777,-0.193302635560719,0.0637011729907137,0.396461530083992,1.0313549212874
"theta[603]",0.213513949084815,0.0693727432746401,0.323785463893536,-0.370271884504081,-0.0168369969083853,0.219197801275977,0.426432877203821,0.852436677594398,21.7839663720558,1.13493469495931,0.310230631564515,0.291708766526166,-0.39026161898426,0.207171917719429,0.333460389627063,0.510247825396832,0.804212947270055,0.116797266605116,0.325511951328712,-0.353858159683694,-0.0942725086584373,0.0752827029526924,0.242326615052779,0.954247574869456
