13  -3.17647161   1.30803037   0.00000000   2.37547371   2.58706149   1.68690641   2.12646813   1.73714796   -3.26312562   1.56632538   0.00000000   2.62062560   2.80431670   1.53613533   1.79967832   -3.22557477   1.84179747   0.00000000   2.95000980   1.93089188   1.53713271   -2.97231163   2.15597683   0.00000000   2.08086714   1.68597641   -2.92498277   2.31308204   0.00000000   1.50643533
 3  -2.99030638   0.87146644   0.00000000   1.45798061   3.01798709   1.07366712   2.00252953   1.11471464   -2.97513595   1.06303658   0.00000000   1.75867228   3.10520595   0.87089849   1.15945342   -3.22001996   1.38440798   0.00000000   2.85451623   1.88916765   1.10946561   -2.80713596   1.48466012   0.00000000   1.91778943   1.32567065   -3.05902902   1.72177696   0.00000000   1.49403558
 2  -2.96802097   1.26065838   0.00000000   2.98114018   2.82045834   2.21218614   2.04122394   1.93225870   -3.04465078   1.56636603   0.00000000   3.15570204   3.12554385   1.66930795   1.97375188   -3.03245729   1.88263606   0.00000000   3.48474117   2.34869942   1.65423561   -2.73148439   2.04767729   0.00000000   2.49124246   1.78741169   -2.67608371   2.08486727   0.00000000   1.86939615
 9  -2.93460498   1.08714939   0.00000000   3.30136139   3.09204753   3.06528014   2.32284631   2.21176056   -3.01721389   1.32412417   0.00000000   3.44219455   3.67548914   2.09425457   2.28067073   -2.95368195   1.64918502   0.00000000   3.78809401   2.97665129   1.86096098   -2.72391634   1.76822084   0.00000000   2.96715477   2.26927963   -2.18147479   1.94624162   0.00000000   2.09501511
 4  -2.67336254   1.65152215   0.00000000   2.85906597   2.77327858   2.69663991   2.09786423   2.15143465   -2.82860499   1.93975399   0.00000000   3.07709910   3.23961234   2.05752328   2.26716441   -2.73545126   2.28798166   0.00000000   3.28646333   2.69200245   1.90762768   -2.59484402   2.76728637   0.00000000   2.73699449   2.17331777   -2.37811850   2.85960204   0.00000000   2.24748393
12  -2.65439028   1.54271860   0.00000000   2.80019229   2.78771324   2.50985239   2.15710251   2.02943280   -2.73458413   1.84907015   0.00000000   2.95802593   3.13386349   1.95787918   2.07621278   -2.76692771   2.15435642   0.00000000   3.31749489   2.64137193   1.87125180   -2.62807411   2.61397416   0.00000000   2.73919671   2.18862831   -2.51542292   2.62148047   0.00000000   2.29931603
 1  -2.58775191   1.61592752   0.00000000   2.44850417   2.38306379   2.46818533   1.83152092   1.85671890   -2.60833475   1.98149965   0.00000000   2.57374904   2.73632383   1.68019069   1.81797901   -2.56513390   2.35667989   0.00000000   2.81703682   2.30913269   1.52695720   -2.71480279   2.51423129   0.00000000   2.51762272   2.11664890   -2.61921945   2.60901966   0.00000000   2.18977004
14  -2.57584897   0.81439962   0.00000000   3.05473804   2.47198352   2.83724997   1.29429792   1.54780381   -2.52378773   0.99136010   0.00000000   3.02599146   3.21146777   0.94914374   1.50997522   -2.65287987   1.33726204   0.00000000   3.61046960   2.54126376   1.05786290   -2.46026765   1.30347572   0.00000000   2.61271231   1.56100679   -2.57969187   1.61113703   0.00000000   2.32937688
11  -2.55025550   1.34704076   0.00000000   2.41408156   2.74740261   2.06362108   2.02401107   1.47915891   -2.54954695   1.63794100   0.00000000   2.53375773   2.94909054   1.58844566   1.48021694   -2.61155627   1.99866366   0.00000000   3.03055431   2.29340654   1.34011867   -2.36042760   2.20867257   0.00000000   2.33497008   1.71766647   -2.52215423   2.32312889   0.00000000   2.05165996
 7  -2.53591570   1.95468120   0.00000000   3.04523250   2.66533459   2.61386155   1.90455741   1.71070918   -2.56666061   2.30231713   0.00000000   3.10752335   2.96731530   1.81548862   1.71158512   -2.50913237   2.81829675   0.00000000   3.26687029   2.50888570   1.47748034   -2.71020933   2.86035451   0.00000000   2.96066278   2.17847528   -2.36181654   3.01154133   0.00000000   2.28394971
 6  -2.53289378   1.42080393   0.00000000   2.40971830   2.38371061   1.98173641   1.54886841   1.37221048   -2.55316517   1.62576372   0.00000000   2.49916447   2.65617522   1.22232068   1.38029617   -2.68175668   2.06455509   0.00000000   2.99507697   2.11967285   1.21700097   -2.34356795   2.34434419   0.00000000   2.11034420   1.40069793   -2.63115371   2.67152552   0.00000000   1.94244638
 8  -2.26071598   0.95628711   0.00000000   2.12011317   2.27819949   2.31397391   1.09550469   1.40131992   -2.24426207   1.18379575   0.00000000   2.23344535   2.84187472   0.82036914   1.36218593   -2.43833590   1.41041028   0.00000000   2.94126669   2.25717602   0.99234321   -2.11115520   1.74672980   0.00000000   2.13349324   1.30921378   -2.68972347   1.80915571   0.00000000   2.31943908
21  -2.21142312   0.79193433   0.00000000   2.41297245   2.30237988   2.45596706   1.63271750   1.32421358   -2.21471981   0.98599218   0.00000000   2.50458711   3.04676651   1.19664665   1.35859778   -2.24011859   1.27950633   0.00000000   3.08485882   2.32381717   0.96649447   -2.06119456   1.33529053   0.00000000   2.25023202   1.62813541   -1.96005707   1.66955806   0.00000000   1.89065638
