		mean	sd	MC_error	val2.5pc	median	val97.5pc	start	sample
	theta[161,1]	0.5807	0.1976	0.01248	0.2213	0.5626	0.9984	501	1550
	theta[162,1]	0.9391	0.1722	0.009772	0.6214	0.9409	1.285	501	1550
	theta[163,1]	0.1314	0.192	0.01023	-0.2677	0.1358	0.4763	501	1550
	theta[164,1]	-0.726	0.2103	0.01177	-1.129	-0.7233	-0.3061	501	1550
	theta[165,1]	0.8797	0.1749	0.009358	0.5499	0.8872	1.218	501	1550
	theta[166,1]	-1.822	0.2684	0.01088	-2.336	-1.825	-1.262	501	1550
	theta[167,1]	-0.1049	0.2068	0.01155	-0.5043	-0.09963	0.2804	501	1550
	theta[168,1]	-0.05746	0.1983	0.01318	-0.3989	-0.05932	0.3618	501	1550
	theta[169,1]	-0.1065	0.164	0.009101	-0.4259	-0.09695	0.2062	501	1550
	theta[170,1]	0.9622	0.1922	0.01108	0.5691	0.9617	1.333	501	1550
	theta[171,1]	0.2637	0.1748	0.01237	-0.0722	0.2647	0.6212	501	1550
	theta[172,1]	0.3034	0.1826	0.008863	-0.04852	0.3094	0.6516	501	1550
	theta[173,1]	-0.1292	0.172	0.01045	-0.4493	-0.1309	0.2166	501	1550
	theta[174,1]	-0.1276	0.204	0.01215	-0.5281	-0.1249	0.2852	501	1550
	theta[175,1]	0.6893	0.2444	0.01321	0.2381	0.6892	1.177	501	1550
	theta[176,1]	1.281	0.2143	0.01518	0.8507	1.28	1.722	501	1550
	theta[177,1]	-2.018	0.3072	0.01656	-2.653	-2.004	-1.396	501	1550
	theta[178,1]	0.9296	0.272	0.01506	0.3905	0.9388	1.424	501	1550
	theta[179,1]	0.5708	0.2384	0.01092	0.1161	0.56	1.038	501	1550
	theta[180,1]	-0.11	0.1763	0.01144	-0.4584	-0.1086	0.2311	501	1550
	theta[181,1]	0.8983	0.2033	0.01272	0.5086	0.888	1.301	501	1550
	theta[182,1]	-0.1857	0.24	0.01329	-0.612	-0.2044	0.2787	501	1550
	theta[183,1]	-0.2045	0.1597	0.009946	-0.5139	-0.2143	0.1442	501	1550
	theta[184,1]	1.1	0.1834	0.01198	0.7877	1.081	1.481	501	1550
	theta[185,1]	1.606	0.1833	0.01113	1.252	1.608	1.99	501	1550
	theta[186,1]	0.1734	0.1708	0.009742	-0.1581	0.1673	0.526	501	1550
	theta[187,1]	-0.6381	0.2056	0.0107	-1.04	-0.6468	-0.2086	501	1550
	theta[188,1]	-1.019	0.1735	0.01054	-1.389	-1.01	-0.6872	501	1550
	theta[189,1]	-0.3575	0.191	0.01157	-0.74	-0.3514	0.0072	501	1550
	theta[190,1]	-0.8016	0.1651	0.007695	-1.14	-0.8019	-0.4863	501	1550
	theta[191,1]	-0.1731	0.1518	0.008456	-0.4656	-0.1779	0.1267	501	1550
	theta[192,1]	0.3141	0.1709	0.01065	-0.002952	0.3107	0.6388	501	1550
	theta[193,1]	-0.8603	0.1779	0.01187	-1.218	-0.8591	-0.539	501	1550
	theta[194,1]	2.257	0.2275	0.01511	1.841	2.263	2.744	501	1550
	theta[195,1]	-0.03113	0.1559	0.01122	-0.3394	-0.03037	0.2828	501	1550
	theta[196,1]	1.041	0.1877	0.01111	0.683	1.061	1.391	501	1550
	theta[197,1]	-2.835	0.4613	0.03101	-3.76	-2.827	-1.92	501	1550
	theta[198,1]	0.9553	0.2045	0.01208	0.546	0.9583	1.357	501	1550
	theta[199,1]	-1.012	0.1842	0.0112	-1.399	-1.018	-0.6523	501	1550
	theta[200,1]	0.9639	0.1842	0.01071	0.6116	0.9657	1.351	501	1550
	theta[201,1]	0.5303	0.2174	0.01313	0.1666	0.5164	1.02	501	1550
	theta[202,1]	-0.5049	0.1852	0.01045	-0.8453	-0.4951	-0.1137	501	1550
	theta[203,1]	1.154	0.213	0.01126	0.708	1.146	1.603	501	1550
	theta[204,1]	-0.4694	0.1943	0.01181	-0.8175	-0.4886	-0.05532	501	1550
	theta[205,1]	-0.6174	0.1686	0.009452	-0.9648	-0.6228	-0.2989	501	1550
	theta[206,1]	-0.9265	0.1844	0.01167	-1.306	-0.9162	-0.5773	501	1550
	theta[207,1]	-0.5524	0.1774	0.009846	-0.897	-0.5594	-0.2171	501	1550
	theta[208,1]	0.802	0.1775	0.01096	0.4218	0.7954	1.135	501	1550
	theta[209,1]	0.1537	0.1988	0.01312	-0.2346	0.1537	0.5034	501	1550
	theta[210,1]	0.9568	0.1809	0.01019	0.6088	0.9567	1.36	501	1550
	theta[211,1]	-0.4102	0.1768	0.01121	-0.73	-0.4173	-0.01692	501	1550
	theta[212,1]	0.4527	0.1904	0.01223	0.116	0.4337	0.9252	501	1550
	theta[213,1]	0.2606	0.1504	0.007825	-0.04438	0.263	0.5685	501	1550
	theta[214,1]	-1.559	0.2279	0.01237	-2.023	-1.54	-1.127	501	1550
	theta[215,1]	1.292	0.2314	0.01265	0.8395	1.303	1.751	501	1550
	theta[216,1]	0.3475	0.1775	0.009823	-0.006352	0.3509	0.7114	501	1550
	theta[217,1]	0.5909	0.1868	0.01	0.2353	0.595	0.9688	501	1550
	theta[218,1]	0.8921	0.21	0.01224	0.4674	0.8961	1.31	501	1550
	theta[219,1]	-0.2924	0.2162	0.01374	-0.6698	-0.3122	0.2102	501	1550
	theta[220,1]	-0.4036	0.1787	0.01025	-0.7399	-0.4118	-0.03773	501	1550
	theta[221,1]	0.7954	0.2005	0.01011	0.3996	0.7969	1.214	501	1550
	theta[222,1]	-0.8007	0.196	0.01151	-1.172	-0.7975	-0.3924	501	1550
	theta[223,1]	1.767	0.2146	0.01486	1.335	1.767	2.17	501	1550
	theta[224,1]	-0.7031	0.187	0.01223	-1.077	-0.6964	-0.3486	501	1550
	theta[225,1]	1.541	0.21	0.01479	1.159	1.539	1.949	501	1550
	theta[226,1]	1.392	0.2767	0.01911	0.602	1.421	1.877	501	1550
	theta[227,1]	0.4038	0.2181	0.01179	-0.01105	0.4189	0.841	501	1550
	theta[228,1]	0.6226	0.1718	0.009182	0.3167	0.614	0.9997	501	1550
	theta[229,1]	-0.817	0.166	0.009362	-1.159	-0.8232	-0.4988	501	1550
	theta[230,1]	-0.1313	0.2149	0.01095	-0.5572	-0.1422	0.292	501	1550
	theta[231,1]	1.033	0.2346	0.01367	0.5684	1.035	1.482	501	1550
	theta[232,1]	0.286	0.2126	0.01408	-0.1024	0.2764	0.7122	501	1550
	theta[233,1]	-0.3174	0.213	0.01364	-0.6727	-0.3486	0.1485	501	1550
	theta[234,1]	-0.5812	0.1792	0.01061	-0.9045	-0.5857	-0.1867	501	1550
	theta[235,1]	0.1903	0.1899	0.009899	-0.1554	0.1831	0.5864	501	1550
	theta[236,1]	0.8088	0.2784	0.01488	0.1785	0.8317	1.315	501	1550
	theta[237,1]	-0.3732	0.1803	0.01063	-0.7062	-0.3637	-0.02089	501	1550
	theta[238,1]	-0.03432	0.1559	0.00909	-0.3494	-0.03305	0.2843	501	1550
	theta[239,1]	-1.214	0.1946	0.01149	-1.589	-1.213	-0.8522	501	1550
	theta[240,1]	0.6428	0.1595	0.01024	0.345	0.6334	0.9822	501	1550
	theta[241,1]	1.306	0.2231	0.01417	0.8739	1.323	1.706	501	1550
	theta[242,1]	1.264	0.2112	0.01324	0.8167	1.266	1.661	501	1550
	theta[243,1]	0.7184	0.1984	0.01155	0.3196	0.7253	1.104	501	1550
	theta[244,1]	-1.525	0.2235	0.01249	-1.98	-1.507	-1.078	501	1550
	theta[245,1]	0.4537	0.2144	0.01108	0.02916	0.4493	0.8847	501	1550
	theta[246,1]	0.3107	0.2127	0.01181	-0.0977	0.3085	0.7262	501	1550
	theta[247,1]	-0.5459	0.1711	0.008189	-0.8533	-0.5511	-0.2266	501	1550
	theta[248,1]	-0.1492	0.2027	0.00974	-0.5796	-0.1438	0.2176	501	1550
	theta[249,1]	-0.9021	0.1692	0.009942	-1.245	-0.8933	-0.582	501	1550
	theta[250,1]	0.7133	0.1997	0.009957	0.3115	0.7068	1.137	501	1550
	theta[251,1]	0.06876	0.193	0.01186	-0.3476	0.07125	0.4295	501	1550
	theta[252,1]	-1.335	0.204	0.01299	-1.741	-1.333	-0.9841	501	1550
	theta[253,1]	-0.2686	0.1705	0.01227	-0.6032	-0.2764	0.07819	501	1550
	theta[254,1]	1.035	0.2382	0.01168	0.5441	1.044	1.454	501	1550
	theta[255,1]	-0.4355	0.1661	0.01032	-0.7628	-0.4311	-0.1348	501	1550
	theta[256,1]	0.8187	0.1981	0.01209	0.4451	0.8169	1.2	501	1550
	theta[257,1]	0.5079	0.1894	0.01179	0.1456	0.5189	0.8488	501	1550
	theta[258,1]	-0.2454	0.182	0.01062	-0.5877	-0.2337	0.1111	501	1550
	theta[259,1]	-0.07271	0.1762	0.01102	-0.4174	-0.07347	0.2814	501	1550
	theta[260,1]	-0.3684	0.1647	0.01118	-0.7057	-0.3661	-0.05246	501	1550
	theta[261,1]	0.8046	0.1779	0.01103	0.454	0.792	1.141	501	1550
	theta[262,1]	-0.9172	0.1896	0.01328	-1.292	-0.9081	-0.5588	501	1550
	theta[263,1]	0.1903	0.1789	0.01176	-0.1876	0.1849	0.5307	501	1550
	theta[264,1]	-0.3343	0.1706	0.01078	-0.6648	-0.3373	-0.005971	501	1550
	theta[265,1]	-1.998	0.2425	0.01352	-2.539	-1.98	-1.585	501	1550
	theta[266,1]	-1.21	0.2004	0.01063	-1.631	-1.204	-0.8205	501	1550
	theta[267,1]	0.914	0.1739	0.01071	0.578	0.9225	1.265	501	1550
	theta[268,1]	0.1411	0.1927	0.009769	-0.229	0.1361	0.551	501	1550
	theta[269,1]	0.7872	0.1843	0.01291	0.4536	0.7812	1.143	501	1550
	theta[270,1]	1.528	0.1939	0.01138	1.14	1.522	1.914	501	1550
	theta[271,1]	1.549	0.1982	0.01164	1.172	1.557	1.942	501	1550
	theta[272,1]	0.6545	0.1897	0.01118	0.3003	0.6585	1.051	501	1550
	theta[273,1]	0.4143	0.2007	0.009068	0.03341	0.3991	0.8573	501	1550
	theta[274,1]	-0.3499	0.1768	0.01053	-0.7123	-0.3408	-0.01794	501	1550
	theta[275,1]	1.506	0.2001	0.01217	1.097	1.512	1.899	501	1550
	theta[276,1]	0.6617	0.2157	0.01112	0.2154	0.6595	1.109	501	1550
	theta[277,1]	-1.195	0.2004	0.01168	-1.619	-1.191	-0.8032	501	1550
	theta[278,1]	0.1928	0.2137	0.01283	-0.2733	0.2136	0.6225	501	1550
	theta[279,1]	-2.67	0.3445	0.01602	-3.415	-2.669	-2.072	501	1550
	theta[280,1]	-0.3065	0.1802	0.009457	-0.6464	-0.312	0.07613	501	1550
	theta[281,1]	-2.058	0.291	0.01707	-2.697	-2.041	-1.541	501	1550
	theta[282,1]	1.165	0.1952	0.0123	0.7921	1.162	1.576	501	1550
	theta[283,1]	-0.7137	0.176	0.008153	-1.043	-0.7131	-0.3615	501	1550
	theta[284,1]	-0.2462	0.1737	0.01015	-0.6035	-0.2436	0.07363	501	1550
	theta[285,1]	-0.1332	0.2033	0.01163	-0.5479	-0.1335	0.2763	501	1550
	theta[286,1]	0.7662	0.2188	0.0118	0.3687	0.7649	1.21	501	1550
	theta[287,1]	0.5494	0.2229	0.01283	0.1276	0.5538	0.9893	501	1550
	theta[288,1]	0.5803	0.1802	0.009961	0.249	0.5777	0.9526	501	1550
	theta[289,1]	-0.8618	0.1697	0.01133	-1.192	-0.8538	-0.5365	501	1550
	theta[290,1]	-1.275	0.2031	0.009959	-1.719	-1.266	-0.8863	501	1550
	theta[291,1]	-0.5664	0.1765	0.01179	-0.9348	-0.5798	-0.2036	501	1550
	theta[292,1]	0.4941	0.1521	0.00942	0.1987	0.4913	0.8081	501	1550
	theta[293,1]	-0.6591	0.2085	0.01249	-1.058	-0.663	-0.2398	501	1550
	theta[294,1]	-0.1181	0.1554	0.009582	-0.4032	-0.1338	0.1946	501	1550
	theta[295,1]	-0.598	0.1654	0.009785	-0.9525	-0.6009	-0.2483	501	1550
	theta[296,1]	0.1397	0.168	0.009732	-0.1739	0.153	0.4677	501	1550
	theta[297,1]	0.3578	0.1911	0.01143	0.01129	0.3489	0.7533	501	1550
	theta[298,1]	0.07318	0.1651	0.01065	-0.2512	0.07375	0.3883	501	1550
	theta[299,1]	-0.2403	0.1757	0.009318	-0.5849	-0.2411	0.1043	501	1550
	theta[300,1]	1.775	0.2024	0.01286	1.394	1.764	2.178	501	1550
	theta[301,1]	0.5991	0.1745	0.008346	0.2883	0.5934	0.9714	501	1550
	theta[302,1]	1.037	0.1985	0.011	0.6157	1.052	1.399	501	1550
	theta[303,1]	-0.7914	0.171	0.009363	-1.145	-0.7812	-0.4833	501	1550
	theta[304,1]	0.1825	0.1619	0.009129	-0.1324	0.1795	0.5077	501	1550
	theta[305,1]	1.059	0.2121	0.01322	0.6762	1.045	1.48	501	1550
	theta[306,1]	-0.3542	0.1851	0.00825	-0.7195	-0.3548	0.00385	501	1550
	theta[307,1]	-1.674	0.2499	0.01719	-2.187	-1.654	-1.21	501	1550
	theta[308,1]	0.3861	0.1753	0.009355	0.03255	0.3907	0.7295	501	1550
	theta[309,1]	-1.79	0.255	0.01301	-2.334	-1.775	-1.33	501	1550
	theta[310,1]	-0.9308	0.1724	0.0101	-1.295	-0.9275	-0.6158	501	1550
	theta[311,1]	1.525	0.2114	0.01105	1.117	1.53	1.915	501	1550
	theta[312,1]	0.8285	0.1787	0.008965	0.4613	0.8375	1.19	501	1550
	theta[313,1]	1.103	0.2025	0.01134	0.6873	1.104	1.466	501	1550
	theta[314,1]	0.5515	0.2112	0.01087	0.1387	0.527	0.9618	501	1550
	theta[315,1]	-0.2514	0.1947	0.01041	-0.5858	-0.2533	0.1477	501	1550
	theta[316,1]	-0.8764	0.1823	0.01256	-1.238	-0.8744	-0.4934	501	1550
	theta[317,1]	1.311	0.1984	0.01246	0.9267	1.313	1.731	501	1550
	theta[318,1]	0.1584	0.1729	0.009312	-0.1879	0.1624	0.4964	501	1550
	theta[319,1]	-0.2946	0.1776	0.009211	-0.674	-0.2888	0.03731	501	1550
	theta[320,1]	0.8316	0.1857	0.01105	0.5037	0.8237	1.223	501	1550
	theta[321,1]	1.104	0.1997	0.01151	0.6807	1.109	1.46	501	1550
	theta[322,1]	2.138	0.2299	0.01122	1.731	2.143	2.615	501	1550
	theta[323,1]	-0.3692	0.1584	0.009984	-0.6738	-0.3798	-0.0345	501	1550
	theta[324,1]	-0.431	0.1891	0.01203	-0.7812	-0.4351	-0.04497	501	1550
	theta[325,1]	-0.5113	0.1734	0.009473	-0.8748	-0.4952	-0.1977	501	1550
	theta[326,1]	-0.4026	0.1866	0.01182	-0.7506	-0.4005	-0.02475	501	1550
	theta[327,1]	-0.4436	0.1734	0.01065	-0.7656	-0.4429	-0.1119	501	1550
	theta[328,1]	-0.1427	0.2004	0.01231	-0.5114	-0.1566	0.2449	501	1550
	theta[329,1]	1.361	0.2077	0.01438	0.9879	1.352	1.843	501	1550
	theta[330,1]	-0.6088	0.1637	0.01057	-0.9359	-0.5961	-0.2906	501	1550
	theta[331,1]	-0.5662	0.1681	0.01017	-0.902	-0.5611	-0.2449	501	1550
	theta[332,1]	0.3492	0.162	0.01034	0.0019	0.3498	0.6732	501	1550
	theta[333,1]	1.162	0.1809	0.009943	0.7529	1.16	1.52	501	1550
	theta[334,1]	-0.8825	0.1665	0.008018	-1.227	-0.8745	-0.5944	501	1550
	theta[335,1]	-0.4716	0.1599	0.01058	-0.7834	-0.4729	-0.1641	501	1550
	theta[336,1]	0.5133	0.2468	0.01656	0.02336	0.5162	1.022	501	1550
	theta[337,1]	1.019	0.2078	0.0137	0.5784	1.017	1.421	501	1550
	theta[338,1]	-0.2094	0.1706	0.01017	-0.5297	-0.2177	0.1603	501	1550
	theta[339,1]	-1.468	0.2417	0.01456	-1.937	-1.468	-0.987	501	1550
	theta[340,1]	1.703	0.1965	0.01495	1.343	1.692	2.113	501	1550
	theta[341,1]	1.608	0.193	0.01184	1.249	1.609	2.006	501	1550
	theta[342,1]	-0.8168	0.1836	0.0112	-1.173	-0.8174	-0.4796	501	1550
	theta[343,1]	-0.123	0.1551	0.008278	-0.4421	-0.1213	0.1737	501	1550
	theta[344,1]	-1.522	0.2288	0.01435	-1.981	-1.524	-1.099	501	1550
	theta[345,1]	0.4528	0.1573	0.009456	0.1621	0.4368	0.7756	501	1550
	theta[346,1]	1.469	0.1819	0.01033	1.123	1.475	1.864	501	1550
	theta[347,1]	-1.552	0.2144	0.01072	-1.977	-1.531	-1.168	501	1550
	theta[348,1]	-0.8431	0.1867	0.01099	-1.213	-0.857	-0.473	501	1550
	theta[349,1]	-0.6171	0.1638	0.009575	-0.9401	-0.6167	-0.3021	501	1550
	theta[350,1]	-0.7528	0.1891	0.01255	-1.122	-0.7607	-0.3734	501	1550
	theta[351,1]	-2.368	0.3233	0.01685	-3.008	-2.349	-1.779	501	1550
	theta[352,1]	0.08994	0.1573	0.009643	-0.1902	0.08284	0.4245	501	1550
	theta[353,1]	-1.438	0.2125	0.01185	-1.851	-1.427	-1.066	501	1550
	theta[354,1]	-0.07386	0.2244	0.01274	-0.5139	-0.07677	0.353	501	1550
	theta[355,1]	0.5996	0.1958	0.01345	0.239	0.5973	1.017	501	1550
	theta[356,1]	0.09495	0.2609	0.01822	-0.3203	0.07573	0.698	501	1550
	theta[357,1]	1.136	0.1797	0.01181	0.7888	1.138	1.494	501	1550
	theta[358,1]	-0.004653	0.2085	0.01302	-0.4055	-0.003711	0.3893	501	1550
	theta[359,1]	-0.815	0.1936	0.01094	-1.192	-0.8225	-0.4355	501	1550
	theta[360,1]	0.6641	0.1742	0.009932	0.3162	0.6562	1.01	501	1550
	theta[361,1]	-0.3311	0.1768	0.01202	-0.6488	-0.339	0.08879	501	1550
	theta[362,1]	1.555	0.1818	0.01278	1.206	1.561	1.91	501	1550
	theta[363,1]	0.224	0.1889	0.01178	-0.1763	0.2356	0.5927	501	1550
	theta[364,1]	0.8575	0.1887	0.01117	0.5091	0.8593	1.225	501	1550
	theta[365,1]	0.1393	0.1715	0.01089	-0.2116	0.145	0.4903	501	1550
	theta[366,1]	0.5348	2.356	0.2951	-2.816	2.22	3.031	501	1550
	theta[367,1]	-1.117	0.1851	0.0113	-1.5	-1.109	-0.7672	501	1550
	theta[368,1]	-0.3521	0.1639	0.009695	-0.6658	-0.3518	-0.02012	501	1550
	theta[369,1]	0.1986	0.1702	0.008677	-0.1653	0.1999	0.5422	501	1550
	theta[370,1]	-1.724	0.2596	0.01277	-2.249	-1.702	-1.266	501	1550
	theta[371,1]	0.9207	0.193	0.01234	0.5832	0.9138	1.336	501	1550
	theta[372,1]	-0.3935	0.1731	0.009023	-0.7254	-0.3802	-0.04001	501	1550
	theta[373,1]	-0.5552	0.1705	0.01074	-0.8732	-0.5583	-0.1842	501	1550
	theta[374,1]	-1.343	0.2159	0.01382	-1.763	-1.328	-0.909	501	1550
	theta[375,1]	-1.17	0.1898	0.01289	-1.542	-1.169	-0.804	501	1550
	theta[376,1]	0.03971	0.1714	0.009789	-0.2984	0.03547	0.3626	501	1550
	theta[377,1]	0.5342	0.1683	0.01009	0.2083	0.536	0.8678	501	1550
	theta[378,1]	-2.497	0.3531	0.02506	-3.295	-2.47	-1.827	501	1550
	theta[379,1]	-0.6897	0.2122	0.01104	-1.097	-0.7137	-0.297	501	1550
	theta[380,1]	0.5194	0.2521	0.01808	0.05393	0.492	1.044	501	1550
	theta[381,1]	-0.2405	0.1564	0.009422	-0.5571	-0.2299	0.05772	501	1550
	theta[382,1]	1.874	0.1962	0.01457	1.486	1.875	2.267	501	1550
	theta[383,1]	1.096	0.2345	0.01675	0.5805	1.117	1.496	501	1550
	theta[384,1]	0.7086	0.1636	0.0109	0.3748	0.7159	1.03	501	1550
	theta[385,1]	-0.1225	0.1829	0.008154	-0.4795	-0.1257	0.266	501	1550
	theta[386,1]	0.4147	0.1716	0.009237	0.1055	0.3982	0.7806	501	1550
	theta[387,1]	-0.8544	0.1825	0.01146	-1.216	-0.8566	-0.5059	501	1550
	theta[388,1]	0.7689	0.2036	0.01123	0.3475	0.7753	1.139	501	1550
	theta[389,1]	1.408	0.198	0.01302	1.006	1.417	1.759	501	1550
	theta[390,1]	1.314	0.1968	0.01503	0.8966	1.318	1.662	501	1550
	theta[391,1]	-0.9622	0.1693	0.008334	-1.301	-0.9479	-0.6245	501	1550
	theta[392,1]	-2.137	0.3556	0.02046	-2.905	-2.115	-1.51	501	1550
	theta[393,1]	0.1469	0.1815	0.007274	-0.176	0.1364	0.5199	501	1550
	theta[394,1]	0.0913	0.188	0.01048	-0.2649	0.09958	0.4766	501	1550
	theta[395,1]	1.348	0.1781	0.01173	1.013	1.349	1.701	501	1550
	theta[396,1]	-1.074	0.2044	0.01083	-1.511	-1.054	-0.7042	501	1550
	theta[397,1]	0.3364	0.1748	0.0111	-0.009316	0.3241	0.7024	501	1550
	theta[398,1]	0.1243	0.1549	0.01076	-0.1612	0.1131	0.443	501	1550
	theta[399,1]	1.109	0.2009	0.0106	0.7	1.1	1.512	501	1550
	theta[400,1]	0.01966	0.1504	0.008784	-0.2952	0.02288	0.3044	501	1550
	theta[401,1]	-0.204	0.1587	0.008821	-0.5612	-0.1915	0.08182	501	1550
	theta[402,1]	-1.375	0.2165	0.01221	-1.823	-1.372	-0.9697	501	1550
	theta[403,1]	-0.09973	0.2273	0.01554	-0.4865	-0.1174	0.4236	501	1550
	theta[404,1]	-0.6161	0.1669	0.01026	-0.9575	-0.6147	-0.2808	501	1550
	theta[405,1]	2.263	0.242	0.01742	1.784	2.267	2.757	501	1550
	theta[406,1]	2.267	0.2379	0.01564	1.815	2.266	2.742	501	1550
	theta[407,1]	-0.2718	0.1787	0.01068	-0.6641	-0.2657	0.07339	501	1550
	theta[408,1]	-1.051	0.201	0.01351	-1.443	-1.048	-0.6881	501	1550
	theta[409,1]	-1.721	0.2823	0.01816	-2.307	-1.714	-1.212	501	1550
	theta[410,1]	0.6279	0.1853	0.01016	0.2833	0.6274	0.9989	501	1550
	theta[411,1]	-0.84	0.223	0.01252	-1.212	-0.8583	-0.35	501	1550
	theta[412,1]	2.159	0.2322	0.01646	1.721	2.146	2.603	501	1550
	theta[413,1]	-0.911	0.186	0.01148	-1.277	-0.9159	-0.5471	501	1550
	theta[414,1]	0.131	0.1575	0.009786	-0.1684	0.1317	0.4615	501	1550
	theta[415,1]	3.28	0.3996	0.02491	2.623	3.243	4.129	501	1550
	theta[416,1]	-0.9391	0.1943	0.01086	-1.305	-0.9387	-0.5409	501	1550
	theta[417,1]	0.2185	0.1779	0.01028	-0.1158	0.2233	0.5486	501	1550
	theta[418,1]	-0.9492	0.2051	0.0139	-1.415	-0.9335	-0.5761	501	1550
	theta[419,1]	0.2061	0.1841	0.0103	-0.1995	0.2228	0.5308	501	1550
	theta[420,1]	-0.5743	0.196	0.0107	-0.9605	-0.5777	-0.1867	501	1550
	theta[421,1]	-0.251	0.173	0.01036	-0.6313	-0.2556	0.104	501	1550
	theta[422,1]	-0.1503	0.1857	0.01067	-0.5012	-0.1541	0.2456	501	1550
	theta[423,1]	-1.116	0.1972	0.008825	-1.478	-1.115	-0.754	501	1550
	theta[424,1]	0.2611	0.1801	0.01132	-0.05529	0.2445	0.6294	501	1550
	theta[425,1]	1.196	0.1888	0.01412	0.8326	1.191	1.592	501	1550
	theta[426,1]	1.784	0.2073	0.01285	1.386	1.778	2.206	501	1550
	theta[427,1]	-1.313	0.1873	0.00957	-1.69	-1.309	-0.9207	501	1550
	theta[428,1]	-0.3644	0.2021	0.01129	-0.7354	-0.3627	0.05788	501	1550
	theta[429,1]	0.9752	0.1893	0.01246	0.5943	0.9608	1.391	501	1550
	theta[430,1]	-1.093	0.2188	0.01181	-1.502	-1.096	-0.6882	501	1550
	theta[431,1]	-2.153	0.3172	0.01545	-2.807	-2.122	-1.563	501	1550
	theta[432,1]	-0.7405	0.1715	0.01023	-1.083	-0.7332	-0.3911	501	1550
	theta[433,1]	-0.9433	0.1778	0.01027	-1.298	-0.9482	-0.594	501	1550
	theta[434,1]	0.3027	0.2092	0.01106	-0.1043	0.3097	0.7082	501	1550
	theta[435,1]	-0.3647	0.1695	0.01043	-0.6945	-0.37	-0.02391	501	1550
	theta[436,1]	0.00426	0.1709	0.01077	-0.3381	0.003011	0.3147	501	1550
	theta[437,1]	-0.4921	0.1702	0.009617	-0.827	-0.4976	-0.1145	501	1550
	theta[438,1]	0.5483	0.2071	0.01445	0.189	0.5457	0.9457	501	1550
	theta[439,1]	-0.4398	0.1718	0.009637	-0.7678	-0.442	-0.1024	501	1550
	theta[440,1]	1.302	0.2572	0.01558	0.7338	1.301	1.788	501	1550
	theta[441,1]	-0.8563	0.1969	0.009953	-1.225	-0.8546	-0.4503	501	1550
	theta[442,1]	0.1974	0.2076	0.01294	-0.2315	0.1971	0.5831	501	1550
	theta[443,1]	-0.9923	0.1826	0.01136	-1.352	-0.9994	-0.6311	501	1550
	theta[444,1]	0.4215	0.1559	0.008401	0.1094	0.4257	0.7304	501	1550
	theta[445,1]	-0.1037	0.1587	0.009851	-0.3951	-0.1095	0.2256	501	1550
	theta[446,1]	-1.566	0.2479	0.01524	-2.061	-1.553	-1.149	501	1550
	theta[447,1]	-0.2322	0.1915	0.01058	-0.5964	-0.2335	0.1455	501	1550
	theta[448,1]	0.938	0.189	0.01114	0.5845	0.9292	1.309	501	1550
	theta[449,1]	0.8476	0.2376	0.01328	0.3321	0.8501	1.345	501	1550
	theta[450,1]	0.1246	0.1568	0.00943	-0.1554	0.1174	0.4536	501	1550
	theta[451,1]	-1.367	0.2017	0.0102	-1.777	-1.373	-0.9958	501	1550
	theta[452,1]	0.917	0.1677	0.01056	0.6138	0.9219	1.26	501	1550
	theta[453,1]	0.128	0.1783	0.01315	-0.2195	0.1247	0.4949	501	1550
	theta[454,1]	-0.4165	0.1683	0.01023	-0.7318	-0.4069	-0.07736	501	1550
	theta[455,1]	1.664	0.2248	0.01191	1.206	1.668	2.072	501	1550
	theta[456,1]	-0.7933	0.1764	0.01297	-1.141	-0.7948	-0.4543	501	1550
	theta[457,1]	-0.1312	0.1528	0.007943	-0.4243	-0.1339	0.1692	501	1550
	theta[458,1]	1.063	0.2121	0.01319	0.5582	1.078	1.438	501	1550
	theta[459,1]	0.7395	0.1903	0.01071	0.3859	0.7295	1.128	501	1550
	theta[460,1]	-0.1515	0.1648	0.01029	-0.5055	-0.1518	0.1457	501	1550
	theta[461,1]	-0.2481	0.1865	0.007708	-0.59	-0.2506	0.1217	501	1550
	theta[462,1]	0.3398	0.1745	0.01122	0.01019	0.3352	0.6809	501	1550
	theta[463,1]	0.8029	0.2135	0.01262	0.3633	0.7944	1.232	501	1550
	theta[464,1]	-0.05647	0.1838	0.01023	-0.4222	-0.05287	0.3474	501	1550
	theta[465,1]	0.8588	0.1927	0.01411	0.487	0.8442	1.24	501	1550
	theta[466,1]	-0.448	0.1839	0.009638	-0.799	-0.4517	-0.08167	501	1550
	theta[467,1]	-0.422	0.1955	0.009933	-0.7904	-0.4279	-0.008158	501	1550
	theta[468,1]	0.3919	0.178	0.01028	0.01707	0.3959	0.6943	501	1550
	theta[469,1]	-1.611	0.2356	0.0112	-2.1	-1.601	-1.191	501	1550
	theta[470,1]	0.5574	0.1949	0.01024	0.211	0.5388	0.9739	501	1550
	theta[471,1]	0.5125	0.2186	0.01126	0.09308	0.5036	0.927	501	1550
	theta[472,1]	-0.5217	0.1963	0.01254	-0.9029	-0.5122	-0.1414	501	1550
	theta[473,1]	-0.9132	0.1693	0.01154	-1.244	-0.9071	-0.5896	501	1550
	theta[474,1]	-0.7464	0.1681	0.008987	-1.079	-0.739	-0.4342	501	1550
