		mean	sd	MC_error	val2.5pc	median	val97.5pc	start	sample
	theta[789,1]	0.3113	0.1618	0.009186	-0.01322	0.2944	0.6489	501	1550
	theta[790,1]	-0.2648	0.1652	0.01057	-0.5702	-0.2716	0.1117	501	1550
	theta[791,1]	1.548	0.2102	0.01204	1.144	1.557	1.956	501	1550
	theta[792,1]	0.09373	0.1716	0.008218	-0.2038	0.08805	0.4353	501	1550
	theta[793,1]	-0.3088	0.1636	0.01084	-0.622	-0.304	0.02228	501	1550
	theta[794,1]	-0.1407	0.275	0.01617	-0.6184	-0.1589	0.3965	501	1550
	theta[795,1]	-0.1727	0.1762	0.01132	-0.5624	-0.1691	0.1678	501	1550
	theta[796,1]	0.3128	0.1909	0.01229	-0.03719	0.3156	0.7033	501	1550
	theta[797,1]	-0.1775	0.1627	0.008989	-0.4932	-0.1872	0.1646	501	1550
	theta[798,1]	0.8132	0.1774	0.01062	0.458	0.819	1.138	501	1550
	theta[799,1]	0.152	0.2853	0.01572	-0.5092	0.1804	0.6799	501	1550
	theta[800,1]	-0.2229	0.1658	0.01104	-0.5327	-0.2111	0.07998	501	1550
	theta[801,1]	-0.9491	0.1785	0.009941	-1.338	-0.9461	-0.6174	501	1550
	theta[802,1]	0.4133	0.2494	0.01535	-0.05245	0.3871	0.9626	501	1550
	theta[803,1]	-0.03327	0.1632	0.01017	-0.3455	-0.04419	0.2538	501	1550
	theta[804,1]	0.2805	0.1583	0.008525	-0.06891	0.2797	0.5767	501	1550
	theta[805,1]	0.9058	0.1865	0.01219	0.525	0.9085	1.267	501	1550
	theta[806,1]	1.853	0.2211	0.01628	1.442	1.844	2.332	501	1550
	theta[807,1]	-1.125	0.199	0.01347	-1.517	-1.122	-0.7528	501	1550
	theta[808,1]	1.142	0.2344	0.01305	0.6878	1.148	1.596	501	1550
	theta[809,1]	-1.131	0.1867	0.01182	-1.523	-1.125	-0.7799	501	1550
	theta[810,1]	0.0541	0.1777	0.01113	-0.2833	0.05148	0.3999	501	1550
	theta[811,1]	0.03167	0.172	0.01041	-0.2889	0.0241	0.3497	501	1550
	theta[812,1]	-0.05441	0.1634	0.01047	-0.3803	-0.04327	0.271	501	1550
	theta[813,1]	1.275	0.2023	0.01324	0.8884	1.27	1.662	501	1550
	theta[814,1]	-0.4044	0.156	0.008547	-0.7187	-0.4044	-0.0755	501	1550
	theta[815,1]	0.5089	0.1915	0.0106	0.1557	0.5074	0.8646	501	1550
	theta[816,1]	0.2406	0.1679	0.008488	-0.1004	0.2444	0.5674	501	1550
	theta[817,1]	-0.6925	0.188	0.01163	-1.054	-0.6937	-0.2961	501	1550
	theta[818,1]	1.154	0.1809	0.01109	0.7907	1.151	1.499	501	1550
	theta[819,1]	-1.869	0.3289	0.01996	-2.55	-1.853	-1.258	501	1550
	theta[820,1]	-0.53	0.1722	0.01175	-0.857	-0.5221	-0.187	501	1550
	theta[821,1]	-1.462	0.2029	0.01211	-1.85	-1.463	-1.054	501	1550
	theta[822,1]	-0.05996	0.1638	0.01016	-0.3654	-0.0572	0.2917	501	1550
	theta[823,1]	0.1008	0.1583	0.01101	-0.212	0.1027	0.3937	501	1550
	theta[824,1]	-1.171	0.1829	0.01163	-1.53	-1.162	-0.8323	501	1550
	theta[825,1]	0.6723	0.1676	0.00857	0.3477	0.6702	1.003	501	1550
	theta[826,1]	-0.6392	0.1764	0.009554	-0.961	-0.6485	-0.2901	501	1550
	theta[827,1]	0.8669	0.1953	0.01249	0.4931	0.8666	1.258	501	1550
	theta[828,1]	0.6232	0.1831	0.0111	0.2928	0.6141	1.024	501	1550
	theta[829,1]	0.4211	0.1754	0.009331	0.06738	0.4246	0.7936	501	1550
	theta[830,1]	-1.053	0.2296	0.01423	-1.568	-1.031	-0.6669	501	1550
	theta[831,1]	0.0521	0.1983	0.01175	-0.3353	0.04624	0.4513	501	1550
	theta[832,1]	-0.1952	0.1702	0.009876	-0.5432	-0.1963	0.1206	501	1550
	theta[833,1]	-1.415	0.2095	0.01177	-1.844	-1.412	-1.047	501	1550
	theta[834,1]	0.2211	0.1584	0.007922	-0.09967	0.2199	0.5258	501	1550
	theta[835,1]	1.764	0.2058	0.01307	1.348	1.765	2.15	501	1550
	theta[836,1]	-0.7387	0.1816	0.008803	-1.109	-0.7336	-0.4089	501	1550
	theta[837,1]	-0.2799	0.175	0.008349	-0.6152	-0.2748	0.06272	501	1550
	theta[838,1]	0.6044	0.1751	0.01143	0.2595	0.588	0.9836	501	1550
	theta[839,1]	-0.1154	0.1859	0.01037	-0.4946	-0.1218	0.254	501	1550
	theta[840,1]	1.822	0.2005	0.01201	1.439	1.818	2.219	501	1550
	theta[841,1]	0.6135	0.1961	0.009591	0.2388	0.6085	0.9994	501	1550
	theta[842,1]	1.895	0.2114	0.01351	1.493	1.902	2.305	501	1550
	theta[843,1]	0.3899	0.1807	0.00905	0.0377	0.3766	0.7453	501	1550
	theta[844,1]	-0.8546	0.197	0.01064	-1.232	-0.8631	-0.4252	501	1550
	theta[845,1]	0.2187	0.1748	0.0107	-0.105	0.2172	0.5715	501	1550
	theta[846,1]	-0.8748	0.181	0.01093	-1.247	-0.8774	-0.4823	501	1550
	theta[847,1]	-1.223	0.1871	0.01097	-1.608	-1.218	-0.8835	501	1550
	theta[848,1]	-0.01476	0.1524	0.009148	-0.3203	-0.01188	0.2613	501	1550
	theta[849,1]	0.7668	0.2132	0.01139	0.379	0.7657	1.197	501	1550
	theta[850,1]	0.2577	0.1529	0.008112	-0.03769	0.2621	0.5579	501	1550
	theta[851,1]	0.7316	0.238	0.01439	0.2351	0.7362	1.198	501	1550
	theta[852,1]	0.8731	0.213	0.01185	0.4647	0.8676	1.319	501	1550
	theta[853,1]	-0.2553	0.1859	0.008755	-0.587	-0.2584	0.1449	501	1550
	theta[854,1]	-2.106	0.2778	0.01532	-2.678	-2.104	-1.595	501	1550
	theta[855,1]	1.07	0.2345	0.0105	0.6105	1.077	1.529	501	1550
	theta[856,1]	2.194	0.2247	0.01387	1.774	2.188	2.643	501	1550
	theta[857,1]	0.07285	0.215	0.01409	-0.3766	0.0826	0.4579	501	1550
	theta[858,1]	-0.9982	0.1787	0.01129	-1.368	-0.986	-0.6419	501	1550
	theta[859,1]	-0.3343	0.1601	0.009181	-0.6295	-0.3419	-0.02218	501	1550
	theta[860,1]	-0.7674	0.1807	0.0102	-1.171	-0.7588	-0.4376	501	1550
	theta[861,1]	-0.1546	0.1676	0.009471	-0.4878	-0.1559	0.1607	501	1550
	theta[862,1]	0.3602	0.1629	0.01032	0.0684	0.3516	0.7023	501	1550
	theta[863,1]	0.8667	0.1875	0.01077	0.4941	0.8689	1.217	501	1550
	theta[864,1]	0.2056	0.168	0.0101	-0.1467	0.1978	0.5339	501	1550
	theta[865,1]	-0.727	0.1704	0.01122	-1.077	-0.7225	-0.3993	501	1550
	theta[866,1]	0.6186	0.2279	0.01352	0.1978	0.606	1.098	501	1550
	theta[867,1]	1.279	0.2207	0.01601	0.8121	1.28	1.705	501	1550
	theta[868,1]	2.127	0.2296	0.01579	1.704	2.11	2.591	501	1550
	theta[869,1]	-0.6456	0.171	0.009685	-0.9593	-0.6368	-0.2979	501	1550
	theta[870,1]	0.3033	0.1646	0.01054	0.008492	0.3064	0.6108	501	1550
	theta[871,1]	1.218	0.1906	0.01288	0.8465	1.218	1.587	501	1550
	theta[872,1]	-0.2623	0.158	0.009701	-0.5978	-0.2537	0.03247	501	1550
	theta[873,1]	0.4326	0.1752	0.01211	0.0819	0.4259	0.7356	501	1550
	theta[874,1]	0.1257	0.2359	0.01242	-0.3511	0.1204	0.5473	501	1550
	theta[875,1]	-0.3471	0.17	0.01081	-0.6648	-0.3517	-0.02757	501	1550
	theta[876,1]	0.07489	0.1631	0.01251	-0.2389	0.07362	0.4266	501	1550
	theta[877,1]	1.113	0.1973	0.01193	0.7434	1.118	1.492	501	1550
	theta[878,1]	0.2579	0.2049	0.01248	-0.1483	0.2648	0.6524	501	1550
	theta[879,1]	-0.4475	0.1582	0.008573	-0.7491	-0.4531	-0.119	501	1550
	theta[880,1]	-1.948	0.3312	0.02273	-2.723	-1.903	-1.423	501	1550
	theta[881,1]	-0.8093	0.1783	0.01076	-1.16	-0.7991	-0.4702	501	1550
	theta[882,1]	0.08414	0.2023	0.009669	-0.3203	0.07493	0.4582	501	1550
	theta[883,1]	-1.591	0.2901	0.01955	-2.335	-1.541	-1.121	501	1550
	theta[884,1]	1.719	0.1867	0.0114	1.356	1.724	2.117	501	1550
	theta[885,1]	-1.083	0.2128	0.01373	-1.503	-1.083	-0.6747	501	1550
	theta[886,1]	-1.055	0.2001	0.01248	-1.475	-1.062	-0.6638	501	1550
	theta[887,1]	1.229	0.1965	0.0123	0.817	1.222	1.606	501	1550
	theta[888,1]	-1.639	0.2774	0.0157	-2.203	-1.618	-1.11	501	1550
	theta[889,1]	0.8908	0.2476	0.01379	0.4325	0.8968	1.372	501	1550
	theta[890,1]	-0.3377	0.2028	0.01121	-0.7406	-0.3476	0.05865	501	1550
	theta[891,1]	0.4855	0.1677	0.01132	0.1196	0.4817	0.7851	501	1550
	theta[892,1]	0.6669	0.2169	0.01342	0.2369	0.6717	1.069	501	1550
	theta[893,1]	-0.9536	0.2078	0.01362	-1.362	-0.9553	-0.5079	501	1550
	theta[894,1]	-0.6792	0.1715	0.01062	-1.019	-0.6774	-0.3594	501	1550
	theta[895,1]	-2.399	0.3694	0.02435	-3.112	-2.396	-1.75	501	1550
	theta[896,1]	-0.6882	0.1716	0.01072	-1.019	-0.6885	-0.359	501	1550
	theta[897,1]	0.2374	0.1705	0.009571	-0.1082	0.2488	0.5532	501	1550
	theta[898,1]	0.4396	0.1737	0.01042	0.1173	0.429	0.798	501	1550
	theta[899,1]	1.913	0.2069	0.01611	1.541	1.896	2.413	501	1550
	theta[900,1]	0.1699	0.1668	0.0104	-0.1632	0.1858	0.5061	501	1550
	theta[901,1]	0.5874	0.1768	0.01092	0.2466	0.5919	0.9265	501	1550
	theta[902,1]	0.2691	0.2105	0.009669	-0.1424	0.2725	0.6864	501	1550
	theta[903,1]	-0.5912	0.2516	0.01477	-1.072	-0.6039	-0.07673	501	1550
	theta[904,1]	0.455	0.1666	0.009618	0.1353	0.4666	0.7962	501	1550
	theta[905,1]	0.5558	0.1901	0.01139	0.2254	0.5513	0.9485	501	1550
	theta[906,1]	0.1147	0.2048	0.01257	-0.3145	0.1295	0.5088	501	1550
	theta[907,1]	-0.6739	0.1828	0.009655	-1.056	-0.6882	-0.3346	501	1550
	theta[908,1]	-0.2949	0.1684	0.009497	-0.6292	-0.2968	0.05528	501	1550
	theta[909,1]	0.87	0.2092	0.0121	0.4648	0.8717	1.277	501	1550
	theta[910,1]	0.4849	0.1695	0.009019	0.1684	0.4931	0.792	501	1550
	theta[911,1]	-0.4044	0.1689	0.01215	-0.7345	-0.4098	-0.06378	501	1550
	theta[912,1]	-0.6258	0.1675	0.01016	-0.947	-0.6329	-0.2743	501	1550
	theta[913,1]	0.6072	0.1681	0.009146	0.2956	0.6079	0.9421	501	1550
	theta[914,1]	0.9887	0.2134	0.01253	0.5751	0.9995	1.39	501	1550
	theta[915,1]	0.1771	0.1731	0.009374	-0.1308	0.1705	0.5558	501	1550
	theta[916,1]	-0.06755	0.1646	0.01046	-0.3952	-0.06321	0.2608	501	1550
	theta[917,1]	-0.7648	0.1769	0.01135	-1.142	-0.7591	-0.4406	501	1550
	theta[918,1]	-0.09713	0.1781	0.01208	-0.4342	-0.08726	0.2748	501	1550
	theta[919,1]	-1.18	0.183	0.01018	-1.54	-1.177	-0.8412	501	1550
	theta[920,1]	-0.4455	0.1714	0.009373	-0.7912	-0.439	-0.1494	501	1550
	theta[921,1]	0.9993	0.1906	0.01072	0.5897	0.9914	1.375	501	1550
	theta[922,1]	1.243	0.2301	0.01653	0.7617	1.26	1.707	501	1550
	theta[923,1]	-0.8674	0.1843	0.008189	-1.246	-0.8737	-0.491	501	1550
	theta[924,1]	0.09938	0.165	0.009125	-0.2377	0.09676	0.4428	501	1550
	theta[925,1]	0.1838	0.1785	0.009463	-0.151	0.1838	0.5454	501	1550
	theta[926,1]	-1.588	0.2153	0.01213	-2.001	-1.589	-1.196	501	1550
	theta[927,1]	0.5712	0.2116	0.0109	0.1717	0.5692	0.9825	501	1550
	theta[928,1]	-1.874	0.2578	0.01628	-2.396	-1.859	-1.416	501	1550
	theta[929,1]	-1.105	0.1894	0.01088	-1.474	-1.1	-0.7687	501	1550
	theta[930,1]	0.5955	0.1842	0.01059	0.2323	0.5885	0.967	501	1550
	theta[931,1]	-0.6282	0.1687	0.008347	-0.9579	-0.6388	-0.2863	501	1550
	theta[932,1]	-0.08046	0.2387	0.01501	-0.531	-0.08756	0.4218	501	1550
	theta[933,1]	-1.368	0.2126	0.01371	-1.829	-1.355	-0.9491	501	1550
	theta[934,1]	-1.454	0.1983	0.01105	-1.876	-1.453	-1.089	501	1550
	theta[935,1]	0.3583	0.1838	0.01158	0.009799	0.3479	0.715	501	1550
	theta[936,1]	-0.1916	0.1778	0.0102	-0.5395	-0.192	0.1547	501	1550
	theta[937,1]	-0.3903	0.1794	0.01096	-0.7412	-0.3913	-0.01566	501	1550
	theta[938,1]	-1.62	0.2536	0.01256	-2.13	-1.61	-1.142	501	1550
	theta[939,1]	-0.9662	0.1893	0.00995	-1.347	-0.9746	-0.5893	501	1550
	theta[940,1]	1.923	0.2096	0.01399	1.51	1.919	2.349	501	1550
	theta[941,1]	-0.2172	0.1616	0.009452	-0.5416	-0.2163	0.1033	501	1550
	theta[942,1]	0.8505	0.1788	0.01082	0.5114	0.8453	1.237	501	1550
	theta[943,1]	1.04	0.1793	0.01085	0.7325	1.031	1.395	501	1550
	theta[944,1]	0.5605	0.1931	0.0113	0.2124	0.5386	0.9815	501	1550
	theta[945,1]	0.3823	0.2481	0.01308	-0.04727	0.3593	0.9057	501	1550
	theta[946,1]	-1.115	0.1944	0.01034	-1.496	-1.118	-0.7517	501	1550
	theta[947,1]	-1.074	0.1813	0.01062	-1.44	-1.066	-0.716	501	1550
	theta[948,1]	0.7072	0.2252	0.01223	0.2715	0.7034	1.125	501	1550
	theta[949,1]	-1.288	0.1932	0.01008	-1.689	-1.284	-0.8909	501	1550
	theta[950,1]	0.7093	0.1849	0.01178	0.364	0.6964	1.055	501	1550
	theta[951,1]	-0.4853	0.1846	0.01147	-0.8444	-0.4891	-0.1079	501	1550
	theta[952,1]	-0.1758	0.1648	0.01093	-0.4841	-0.1705	0.136	501	1550
	theta[953,1]	-0.4193	0.1814	0.01224	-0.7705	-0.4256	-0.04566	501	1550
	theta[954,1]	-0.183	0.1492	0.007995	-0.47	-0.1894	0.1112	501	1550
	theta[955,1]	0.9988	0.2166	0.01308	0.5947	0.989	1.424	501	1550
	theta[956,1]	0.2334	0.1692	0.01074	-0.123	0.233	0.5892	501	1550
	theta[957,1]	0.03717	0.1823	0.01241	-0.3035	0.03074	0.4315	501	1550
	theta[958,1]	0.9933	0.1797	0.0125	0.6446	0.9925	1.344	501	1550
	theta[959,1]	1.531	0.2242	0.01512	1.097	1.541	1.969	501	1550
	theta[960,1]	0.1275	0.177	0.01073	-0.223	0.1181	0.4718	501	1550
	theta[961,1]	0.611	0.1674	0.009377	0.2875	0.6058	0.9543	501	1550
	theta[962,1]	0.2348	0.1763	0.01088	-0.1222	0.2348	0.5556	501	1550
	theta[963,1]	-1.108	0.1921	0.008908	-1.495	-1.106	-0.7469	501	1550
	theta[964,1]	-0.7644	0.1666	0.00891	-1.067	-0.7588	-0.4644	501	1550
	theta[965,1]	1.34	0.2084	0.01175	0.9122	1.34	1.745	501	1550
	theta[966,1]	0.8211	0.2	0.01183	0.4213	0.8106	1.217	501	1550
	theta[967,1]	0.4268	0.1723	0.009961	0.1005	0.4374	0.7564	501	1550
	theta[968,1]	0.02688	0.1947	0.01168	-0.3576	0.01732	0.3827	501	1550
	theta[969,1]	0.6582	0.1738	0.007758	0.3161	0.6642	1.006	501	1550
	theta[970,1]	0.03618	0.1673	0.009858	-0.297	0.02391	0.3747	501	1550
	theta[971,1]	-0.1517	0.1464	0.009065	-0.451	-0.1509	0.1248	501	1550
	theta[972,1]	0.2514	0.2305	0.01311	-0.2748	0.2607	0.6835	501	1550
	theta[973,1]	-1.241	0.2061	0.012	-1.649	-1.25	-0.8522	501	1550
	theta[974,1]	2.275	0.2207	0.01447	1.877	2.273	2.735	501	1550
	theta[975,1]	0.8431	0.2226	0.01204	0.3914	0.8488	1.292	501	1550
	theta[976,1]	-0.01491	0.1673	0.00977	-0.3279	-0.007009	0.3375	501	1550
	theta[977,1]	0.9099	0.2004	0.0126	0.5151	0.9106	1.306	501	1550
	theta[978,1]	-0.3272	0.1628	0.009345	-0.6609	-0.3157	-0.01191	501	1550
	theta[979,1]	1.716	0.2055	0.01262	1.31	1.702	2.124	501	1550
	theta[980,1]	-0.2755	0.1691	0.00838	-0.5786	-0.2846	0.107	501	1550
	theta[981,1]	-1.849	0.2679	0.01453	-2.424	-1.84	-1.351	501	1550
	theta[982,1]	1.168	0.1883	0.01204	0.8191	1.169	1.589	501	1550
	theta[983,1]	1.119	0.2167	0.01519	0.6626	1.13	1.546	501	1550
	theta[984,1]	-0.9508	0.1697	0.008614	-1.281	-0.9497	-0.6167	501	1550
	theta[985,1]	-1.222	0.1868	0.009245	-1.618	-1.205	-0.8703	501	1550
	theta[986,1]	-1.313	0.2005	0.01019	-1.756	-1.285	-0.9794	501	1550
	theta[987,1]	-0.2073	0.161	0.00914	-0.5192	-0.2143	0.1031	501	1550
	theta[988,1]	-1.526	0.2171	0.01205	-1.929	-1.52	-1.11	501	1550
	theta[989,1]	-0.9194	0.2002	0.01362	-1.324	-0.923	-0.536	501	1550
	theta[990,1]	0.3902	0.1731	0.009077	0.07373	0.3788	0.745	501	1550
	theta[991,1]	0.8186	0.1731	0.01089	0.4599	0.8202	1.16	501	1550
	theta[992,1]	-0.5439	0.1694	0.01206	-0.8595	-0.5331	-0.1983	501	1550
	theta[993,1]	0.08885	0.1571	0.009091	-0.1943	0.08475	0.4297	501	1550
	theta[994,1]	0.09519	0.1638	0.009017	-0.2226	0.09033	0.4441	501	1550
	theta[995,1]	1.548	0.1888	0.01294	1.183	1.556	1.899	501	1550
	theta[996,1]	-0.8058	0.1689	0.01043	-1.139	-0.7923	-0.4797	501	1550
	theta[997,1]	-1.578	0.2251	0.0131	-2.046	-1.58	-1.161	501	1550
	theta[998,1]	-1.971	0.2667	0.0154	-2.533	-1.954	-1.454	501	1550
	theta[999,1]	0.9564	0.1888	0.01135	0.5617	0.9714	1.308	501	1550
	theta[1000,1]	0.138	0.1697	0.009753	-0.1944	0.1365	0.4894	501	1550
