"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3"
"tau[1,1]",-8.05200714015136e-06,5.15599783594699e-06,0.00100457160489985,-0.00198307905035317,-0.000682442034052794,-8.44651535794028e-06,0.000671373228420573,0.00198194598186087,37960.8863089595,0.999881540829885,-1.14381603454121e-05,0.00100212735804335,-0.00198307905035317,-0.000678510383853788,-8.89750864272727e-06,0.000670678400515768,0.00194106211472071,-2.28580252642137e-06,0.000989734551221692,-0.00194822974313857,-0.000672563670855691,-8.05444784112089e-06,0.000679641640866783,0.00196257766014062,-1.04320585486206e-05,0.0010217690350629,-0.00200781283258967,-0.000699446087701144,-7.85104856258415e-06,0.00065951654908818,0.00202140976541321
"tau[1,2]",-0.260030166695995,0.517809838127727,1.01866377100237,-2.36862772852774,-0.958058014196262,-0.187364883689419,0.493144815165288,1.52234562826304,3.87009054740026,1.23756966982775,0.509667992724085,0.650650426849321,-0.821819576257283,0.0893381021328646,0.524944007769702,0.952416248788834,1.7359009595273,-0.461361973035267,0.883271477459455,-2.19716768483943,-1.05891275727308,-0.460177667629851,0.137744032321214,1.24849277604109,-0.828396519776804,0.976589475242272,-2.71415888968355,-1.48913295645925,-0.844972811331163,-0.164908167775649,1.07123145917959
"tau[1,3]",0.547860643278178,0.375360437895403,0.957849889644529,-1.43465823875355,-0.0864980202274735,0.584805151268901,1.22314753610382,2.30992903506419,6.51175291184611,1.12284576894261,1.07197284522967,0.714877581144923,-0.337571751810916,0.58976586976176,1.0692008440453,1.54330828391805,2.47117699884487,0.485142654558362,0.91619013908987,-1.31610351653719,-0.125593571178764,0.474702369971813,1.10482370750094,2.29117907869792,0.0864664300464963,0.954322734665454,-1.78557312741506,-0.534981841411254,0.0819753305966793,0.712721008275667,1.94653927786004
"tau[1,4]",1.57841369534051,0.183826065129157,0.85012760444074,-0.192294333310458,1.03187822374273,1.61389719676314,2.14584276366212,3.22262955010715,21.3872061017354,1.03858434615596,1.82362824895286,0.642716417171182,0.571216055040535,1.39193443152952,1.82036104821942,2.24898028915448,3.08279717784291,1.60335960749485,0.890169396360136,-0.1428686555145,0.991672310344016,1.60476537442902,2.1791578580094,3.39049234790506,1.30825322957382,0.91059767334665,-0.471392741111568,0.701725343597259,1.31256053319166,1.91668067637837,3.14170885478771
"tau[2,1]",1.51364175303604e-05,5.21217973871118e-06,0.000994570191923517,-0.00191971482386838,-0.000669230288789193,1.75589976802848e-05,0.000690249978089001,0.00196305768870544,36410.9584046489,0.999919006774851,2.43145113947563e-05,0.000973074369025614,-0.00182827182536113,-0.000643212904930217,1.35516479090345e-05,0.000678355027484637,0.00195530908065103,1.81445603628444e-05,0.00101886245461642,-0.00197934859825806,-0.000678098256665882,3.53756793374344e-05,0.000700679866507959,0.00201170248364761,2.95018083348047e-06,0.000991316840843486,-0.00195608062296484,-0.000689187535640692,6.01278726650208e-06,0.000692146314886106,0.00191453564018459
"tau[2,2]",-0.746815923963809,0.815453382994729,1.1523153174962,-2.80832669112551,-1.64270879524614,-0.876699342203212,0.321302386973431,1.18101549955753,1.9968451704977,1.87045273187228,-1.22386893472541,0.712280974493617,-2.62814276408585,-1.71407034079189,-1.21227795573656,-0.748890858957853,0.141770729580927,-1.59224480579511,0.785349336790618,-3.15300799462343,-2.12653049335121,-1.57716078324681,-1.05916699311295,-0.0651069927316698,0.575665968629086,0.409974332202256,-0.193066462883955,0.296439740330724,0.557355100125703,0.843525025805255,1.41377652430161
"tau[2,3]",1.42009173639122,0.00576062282482421,0.706391917841173,-0.0552577174151713,0.995535799294364,1.42486374736976,1.85521640728819,2.82224026283874,15036.7009157343,1.00357763366632,1.39959824421709,0.773237297530985,-0.119170842009044,0.870035813996074,1.390792173869,1.92514122383704,2.93170205799362,1.36442328412913,0.835293692496684,-0.255060719401549,0.805605108132644,1.36158973008682,1.94195457898286,2.9913128923634,1.49625368082743,0.438446488898913,0.681589978363476,1.1968290285286,1.4851554579549,1.78163919225902,2.39428065340212
"tau[2,4]",1.7363826221767,0.251690679538709,0.765212033528579,0.427347859135502,1.20406776372544,1.6398655152946,2.22136789499985,3.38028512425546,9.2433482435676,1.08482634255163,1.87988249064307,0.750005984355485,0.421443317743133,1.34899104853837,1.86669207751716,2.399246855209,3.32518138015106,1.97597888344301,0.879761393212737,0.271737911701813,1.40232620293506,1.95854918426479,2.55037447253413,3.73224539887328,1.35328649244403,0.4422526012743,0.545028467343322,1.05691663560539,1.33476355550988,1.62699614736497,2.28267525509757
"tau[3,1]",-5.25917124450276e-06,5.33624305739733e-06,0.000990965801528884,-0.00194173984433814,-0.000687548084648516,-8.15692043555331e-06,0.000673127367685396,0.00191882142098781,34486.2624283694,0.999900669296488,-1.42822217991652e-05,0.000993585835246235,-0.00195038042148281,-0.000710865512077686,-7.28565415083357e-06,0.000670658020677669,0.00191272645840419,-2.72657727535726e-06,0.000963945403968956,-0.00188296153573468,-0.000654882655845801,-1.75220546496678e-05,0.000649131369295189,0.0018796888746057,1.23128534101412e-06,0.00101483940006914,-0.00195792408326752,-0.000695177973388156,2.4089810821823e-06,0.000696802998401806,0.001966190090871
"tau[3,2]",0.103204403663916,0.41748116300689,0.716769601686536,-1.40800503299783,-0.413599659277587,0.199235709348092,0.697257726310007,1.16882780471592,2.94771429669122,1.36989655816242,-0.236731982524041,0.630739597651576,-1.51684298387581,-0.640659962952667,-0.2199353297165,0.179854712887259,0.960417586047613,-0.215286699719705,0.659041428559719,-1.54710198516948,-0.647936489004073,-0.202935395814604,0.225634081079632,1.08500549130326,0.761631893235494,0.24220501031005,0.297728730116065,0.599137021796483,0.757504802136124,0.924981431140448,1.24427490801416
